Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.16    0.00 31597160/438163542     std::vector<double, std::allocator<double> >::operator[](unsigned long) [10]
-----------------------------------------------
                0.64    0.16 4513880/4513880     Solver::poisson3DSOR_gen() [2]
[16]     1.2    0.64    0.16 4513880         Solver::normal_eps(unsigned long, double*, std::vector<double, std::allocator<double> >) [16]
                0.16    0.00 31597160/438163542     std::vector<double, std::allocator<double> >::operator[](unsigned long) [10]
-----------------------------------------------
                0.66    0.00 13819880/13819880     Solver::poisson3DSOR_gen() [2]
[17]     1.0    0.66    0.00 13819880         Solver::calc_Neumann(int, int, int, int) [17]
-----------------------------------------------
                0.04    0.61       1/1           main [1]
[18]     1.0    0.04    0.61       1         Solver::init_eps() [18]
                0.58    0.01       1/2           std::vector<double, std::allocator<double> >::resize(unsigned long) [13]
                0.02    0.00 3010100/438163542     std::vector<double, std::allocator<double> >::operator[](unsigned long) [10]
-----------------------------------------------
                0.32    0.28 31597160/31597160     std::vector<double, std::allocator<double> >::at(unsigned long) [15]
[19]     0.9    0.32    0.28 31597160         std::vector<double, std::allocator<double> >::_M_range_check(unsigned long) const [19]
                0.28    0.00 31597160/36111054     std::vector<double, std::allocator<double> >::size() const [27]
-----------------------------------------------
                0.00    0.59       1/1           main [1]
[20]     0.9    0.00    0.59       1         Solver::set_val(std::vector<double, std::allocator<double> >&, double, double, double) [20]
                0.58    0.01       1/2           std::vector<double, std::allocator<double> >::resize(unsigned long) [13]
                0.00    0.00       3/438163542     std::vector<double, std::allocator<double> >::operator[](unsigned long) [10]
-----------------------------------------------
                0.12    0.47       1/1           Solver::poisson3DSOR_gen() [2]
[21]     0.9    0.12    0.47       1         Solver::check_eps(std::vector<double, std::allocator<double> >&, std::vector<bool, std::allocator<bool> >*) [21]
                0.29    0.00  941192/941192      std::_Bit_reference::operator=(bool) [28]
                0.00    0.12  941192/941192      std::vector<bool, std::allocator<bool> >::at(unsigned long) [46]
                0.06    0.00 11275096/438163542     std::vector<double, std::allocator<double> >::operator[](unsigned long) [10]
-----------------------------------------------
                0.38    0.00 221567219/221567219     std::_Bit_iterator_base::_Bit_iterator_base(unsigned long*, unsigned int) [11]
[22]     0.6    0.38    0.00 221567219         std::iterator<std::random_access_iterator_tag, bool, long, bool*, bool&>::iterator() [22]
-----------------------------------------------
                0.00    0.00       2/4513883     Solver::~Solver() [126]
                0.04    0.34 4513881/4513883     Solver::poisson3DSOR_gen() [2]
[23]     0.6    0.04    0.34 4513883         std::vector<double, std::allocator<double> >::~vector() [23]
                0.03    0.13 4513884/4513884     std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [36]
                0.07    0.10 4513884/4513886     void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&) [37]
                0.02    0.00 4513884/9027772     std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [80]
-----------------------------------------------
                0.02    0.33 4513880/4513880     double* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, double>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, std::allocator<double>&) [25]
[24]     0.5    0.02    0.33 4513880         double* std::uninitialized_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [24]
                0.04    0.29 4513880/4513880     double* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [26]
-----------------------------------------------
                0.00    0.35 4513880/4513880     std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [14]
[25]     0.5    0.00    0.35 4513880         double* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, double>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, std::allocator<double>&) [25]
                0.02    0.33 4513880/4513880     double* std::uninitialized_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [24]
-----------------------------------------------
                0.04    0.29 4513880/4513880     double* std::uninitialized_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [24]
[26]     0.5    0.04    0.29 4513880         double* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [26]
                0.04    0.25 4513880/4513880     double* std::copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [29]
-----------------------------------------------
                0.00    0.00       2/36111054     std::vector<double, std::allocator<double> >::_M_default_append(unsigned long) [95]
                0.00    0.00       4/36111054     std::vector<double, std::allocator<double> >::resize(unsigned long) [13]
                0.00    0.00       8/36111054     std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [98]
                0.04    0.00 4513880/36111054     std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [14]
                0.28    0.00 31597160/36111054     std::vector<double, std::allocator<double> >::_M_range_check(unsigned long) const [19]
[27]     0.5    0.32    0.00 36111054         std::vector<double, std::allocator<double> >::size() const [27]
-----------------------------------------------
                0.29    0.00  941192/941192      Solver::check_eps(std::vector<double, std::allocator<double> >&, std::vector<bool, std::allocator<bool> >*) [21]
[28]     0.5    0.29    0.00  941192         std::_Bit_reference::operator=(bool) [28]
-----------------------------------------------
                0.04    0.25 4513880/4513880     double* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [26]
[29]     0.5    0.04    0.25 4513880         double* std::copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [29]
                0.05    0.15 4513880/4513880     double* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [32]
                0.02    0.03 9027760/9027760     std::_Miter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [67]
-----------------------------------------------
                0.00    0.00       1/4513881     std::vector<double, std::allocator<double> >::vector(unsigned long, std::allocator<double> const&) [127]
                0.09    0.19 4513880/4513881     std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [14]
[30]     0.4    0.09    0.19 4513881         std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [30]
                0.05    0.07 4513881/4513882     std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&) [45]
                0.04    0.03 4513881/4513881     std::_Vector_base<double, std::allocator<double> >::_M_create_storage(unsigned long) [60]
-----------------------------------------------
                0.03    0.17 4513880/4513880     std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [14]
[31]     0.3    0.03    0.17 4513880         __gnu_cxx::__alloc_traits<std::allocator<double> >::_S_select_on_copy(std::allocator<double> const&) [31]
                0.08    0.10 4513880/4513880     std::allocator_traits<std::allocator<double> >::select_on_container_copy_construction(std::allocator<double> const&) [35]
-----------------------------------------------
                0.05    0.15 4513880/4513880     double* std::copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [29]
[32]     0.3    0.05    0.15 4513880         double* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [32]
                0.00    0.07 4513880/4513881     double* std::__copy_move_a<false, double const*, double*>(double const*, double const*, double*) [58]
                0.03    0.03 9027760/9027760     std::_Niter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [62]
                0.01    0.01 4513880/4513890     std::_Niter_base<double*>::iterator_type std::__niter_base<double*>(double*) [93]
-----------------------------------------------
                0.00    0.17       1/1           Solver::poisson3DSOR_gen() [2]
[33]     0.3    0.00    0.17       1         std::vector<bool, std::allocator<bool> >::vector(unsigned long, std::allocator<bool> const&) [33]
                0.00    0.17       1/1           std::vector<bool, std::allocator<bool> >::vector(unsigned long, bool const&, std::allocator<bool> const&) [34]
-----------------------------------------------
                0.00    0.17       1/1           std::vector<bool, std::allocator<bool> >::vector(unsigned long, std::allocator<bool> const&) [33]
[34]     0.3    0.00    0.17       1         std::vector<bool, std::allocator<bool> >::vector(unsigned long, bool const&, std::allocator<bool> const&) [34]
                0.00    0.15       1/1           std::_Bvector_base<std::allocator<bool> >::_Bvector_base(std::allocator<bool> const&) [40]
                0.00    0.02       1/1           std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long) [90]
                0.00    0.00       1/1           void std::fill<unsigned long*, int>(unsigned long*, unsigned long*, int const&) [286]
-----------------------------------------------
                0.08    0.10 4513880/4513880     __gnu_cxx::__alloc_traits<std::allocator<double> >::_S_select_on_copy(std::allocator<double> const&) [31]
[35]     0.3    0.08    0.10 4513880         std::allocator_traits<std::allocator<double> >::select_on_container_copy_construction(std::allocator<double> const&) [35]
                0.03    0.07 4513880/4513880     std::enable_if<!std::allocator_traits<std::allocator<double> >::__select_helper<std::allocator<double> const>::value, std::allocator<double> const>::type std::allocator_traits<std::allocator<double> >::_S_select<std::allocator<double> const>(std::allocator<double> const&) [48]
-----------------------------------------------
                0.03    0.13 4513884/4513884     std::vector<double, std::allocator<double> >::~vector() [23]
[36]     0.3    0.03    0.13 4513884         std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [36]
                0.04    0.04 4513884/4513884     std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [52]
                0.02    0.04 4513884/4513886     std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [65]
-----------------------------------------------
                0.00    0.00       2/4513886     std::vector<double, std::allocator<double> >::_M_default_append(unsigned long) [95]
                0.07    0.10 4513884/4513886     std::vector<double, std::allocator<double> >::~vector() [23]
[37]     0.2    0.07    0.10 4513886         void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&) [37]
                0.06    0.04 4513886/4513886     void std::_Destroy<double*>(double*, double*) [47]
-----------------------------------------------
                0.15    0.00       2/2           std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::_Bvector_impl(std::allocator<unsigned long>&&) [39]
[38]     0.2    0.15    0.00       2         std::_Bit_iterator::_Bit_iterator() [38]
                0.00    0.00       2/221567219     std::_Bit_iterator_base::_Bit_iterator_base(unsigned long*, unsigned int) [11]
-----------------------------------------------
                0.00    0.15       1/1           std::_Bvector_base<std::allocator<bool> >::_Bvector_base(std::allocator<bool> const&) [40]
[39]     0.2    0.00    0.15       1         std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::_Bvector_impl(std::allocator<unsigned long>&&) [39]
                0.15    0.00       2/2           std::_Bit_iterator::_Bit_iterator() [38]
                0.00    0.00       1/1           std::remove_reference<std::allocator<unsigned long>&>::type&& std::move<std::allocator<unsigned long>&>(std::allocator<unsigned long>&) [287]
                0.00    0.00       1/1           std::allocator<unsigned long>::allocator(std::allocator<unsigned long> const&) [267]
-----------------------------------------------
                0.00    0.15       1/1           std::vector<bool, std::allocator<bool> >::vector(unsigned long, bool const&, std::allocator<bool> const&) [34]
[40]     0.2    0.00    0.15       1         std::_Bvector_base<std::allocator<bool> >::_Bvector_base(std::allocator<bool> const&) [40]
                0.00    0.15       1/1           std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::_Bvector_impl(std::allocator<unsigned long>&&) [39]
                0.00    0.00       1/1           std::allocator<unsigned long>::allocator<bool>(std::allocator<bool> const&) [266]
                0.00    0.00       1/2           std::allocator<unsigned long>::~allocator() [231]
-----------------------------------------------
                0.00    0.14       2/2           main [1]
[41]     0.2    0.00    0.14       2         Solver::write_2D(double*, std::string) [41]
                0.00    0.08       1/1           std::vector<double, std::allocator<double> >::vector(std::initializer_list<double>, std::allocator<double> const&) [53]
                0.07    0.00   40000/40000       std::vector<double, std::allocator<double> >::operator[](unsigned long) const [61]
                0.00    0.00       1/4           std::allocator<double>::allocator() [97]
                0.00    0.00       3/438163542     std::vector<double, std::allocator<double> >::operator[](unsigned long) [10]
                0.00    0.00       1/9027766     std::allocator<double>::~allocator() [55]
                0.00    0.00   20000/20000       std::setprecision(int) [148]
                0.00    0.00       2/2           std::operator|(std::_Ios_Openmode, std::_Ios_Openmode) [239]
-----------------------------------------------
                0.06    0.01 4513880/9027762     std::enable_if<!std::allocator_traits<std::allocator<double> >::__select_helper<std::allocator<double> const>::value, std::allocator<double> const>::type std::allocator_traits<std::allocator<double> >::_S_select<std::allocator<double> const>(std::allocator<double> const&) [48]
                0.06    0.01 4513882/9027762     std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&) [45]
[42]     0.2    0.12    0.03 9027762         std::allocator<double>::allocator(std::allocator<double> const&) [42]
                0.03    0.00 9027762/9027762     __gnu_cxx::new_allocator<double>::new_allocator(__gnu_cxx::new_allocator<double> const&) [88]
-----------------------------------------------
                0.14    0.00       1/1           __libc_csu_init [44]
[43]     0.2    0.14    0.00       1         _GLOBAL__sub_I__ZN6Solver7set_valERSt6vectorIiSaIiEEiii [43]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [242]
-----------------------------------------------
                                                 <spontaneous>
[44]     0.2    0.00    0.14                 __libc_csu_init [44]
                0.14    0.00       1/1           _GLOBAL__sub_I__ZN6Solver7set_valERSt6vectorIiSaIiEEiii [43]
                0.00    0.00       1/1           _GLOBAL__sub_I_main [241]
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN10Electrodes9init_elecEv [240]
-----------------------------------------------
                0.00    0.00       1/4513882     std::_Vector_base<double, std::allocator<double> >::_Vector_base(std::allocator<double> const&) [128]
                0.05    0.07 4513881/4513882     std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [30]
[45]     0.2    0.05    0.07 4513882         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&) [45]
                0.06    0.01 4513882/9027762     std::allocator<double>::allocator(std::allocator<double> const&) [42]
-----------------------------------------------
                0.00    0.12  941192/941192      Solver::check_eps(std::vector<double, std::allocator<double> >&, std::vector<bool, std::allocator<bool> >*) [21]
[46]     0.2    0.00    0.12  941192         std::vector<bool, std::allocator<bool> >::at(unsigned long) [46]
                0.02    0.06  941192/941192      std::vector<bool, std::allocator<bool> >::_M_range_check(unsigned long) const [56]
                0.01    0.03  941192/219684832     std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [5]
-----------------------------------------------
                0.06    0.04 4513886/4513886     void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&) [37]
[47]     0.1    0.06    0.04 4513886         void std::_Destroy<double*>(double*, double*) [47]
                0.04    0.00 4513886/4513886     void std::_Destroy_aux<true>::__destroy<double*>(double*, double*) [75]
-----------------------------------------------
                0.03    0.07 4513880/4513880     std::allocator_traits<std::allocator<double> >::select_on_container_copy_construction(std::allocator<double> const&) [35]
[48]     0.1    0.03    0.07 4513880         std::enable_if<!std::allocator_traits<std::allocator<double> >::__select_helper<std::allocator<double> const>::value, std::allocator<double> const>::type std::allocator_traits<std::allocator<double> >::_S_select<std::allocator<double> const>(std::allocator<double> const&) [48]
                0.06    0.01 4513880/9027762     std::allocator<double>::allocator(std::allocator<double> const&) [42]
-----------------------------------------------
                0.05    0.00 4513880/9027760     std::vector<double, std::allocator<double> >::begin() const [59]
                0.05    0.00 4513880/9027760     std::vector<double, std::allocator<double> >::end() const [51]
[49]     0.1    0.09    0.00 9027760         __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::__normal_iterator(double const* const&) [49]
-----------------------------------------------
                0.09    0.00  812160/812160      Solver::poisson3DSOR_gen() [2]
[50]     0.1    0.09    0.00  812160         Solver::ohmic_contact(unsigned long) [50]
-----------------------------------------------
                0.04    0.05 4513880/4513880     std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [14]
[51]     0.1    0.04    0.05 4513880         std::vector<double, std::allocator<double> >::end() const [51]
                0.05    0.00 4513880/9027760     __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::__normal_iterator(double const* const&) [49]
-----------------------------------------------
                0.04    0.04 4513884/4513884     std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [36]
[52]     0.1    0.04    0.04 4513884         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [52]
                0.03    0.01 4513884/9027766     std::allocator<double>::~allocator() [55]
-----------------------------------------------
                0.00    0.08       1/1           Solver::write_2D(double*, std::string) [41]
[53]     0.1    0.00    0.08       1         std::vector<double, std::allocator<double> >::vector(std::initializer_list<double>, std::allocator<double> const&) [53]
                0.03    0.05       1/1           void std::vector<double, std::allocator<double> >::_M_range_initialize<double const*>(double const*, double const*, std::forward_iterator_tag) [54]
                0.00    0.00       1/1           std::_Vector_base<double, std::allocator<double> >::_Vector_base(std::allocator<double> const&) [128]
                0.00    0.00       1/1           std::initializer_list<double>::end() const [260]
                0.00    0.00       1/2           std::initializer_list<double>::begin() const [229]
-----------------------------------------------
                0.03    0.05       1/1           std::vector<double, std::allocator<double> >::vector(std::initializer_list<double>, std::allocator<double> const&) [53]
[54]     0.1    0.03    0.05       1         void std::vector<double, std::allocator<double> >::_M_range_initialize<double const*>(double const*, double const*, std::forward_iterator_tag) [54]
                0.00    0.05       1/1           double* std::__uninitialized_copy_a<double const*, double*, double>(double const*, double const*, double*, std::allocator<double>&) [69]
                0.00    0.00       1/4513884     std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [84]
                0.00    0.00       1/9027772     std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [80]
                0.00    0.00       1/1           std::iterator_traits<double const*>::difference_type std::distance<double const*>(double const*, double const*) [291]
-----------------------------------------------
                0.00    0.00       1/9027766     Solver::write_2D(double*, std::string) [41]
                0.00    0.00       1/9027766     Solver::poisson3DSOR_gen() [2]
                0.03    0.01 4513880/9027766     std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [14]
                0.03    0.01 4513884/9027766     std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [52]
[55]     0.1    0.05    0.03 9027766         std::allocator<double>::~allocator() [55]
                0.03    0.00 9027766/9027766     __gnu_cxx::new_allocator<double>::~new_allocator() [89]
-----------------------------------------------
                0.02    0.06  941192/941192      std::vector<bool, std::allocator<bool> >::at(unsigned long) [46]
[56]     0.1    0.02    0.06  941192         std::vector<bool, std::allocator<bool> >::_M_range_check(unsigned long) const [56]
                0.01    0.05  941192/941192      std::vector<bool, std::allocator<bool> >::size() const [64]
-----------------------------------------------
                0.07    0.00 4513881/4513881     double* std::__copy_move_a<false, double const*, double*>(double const*, double const*, double*) [58]
[57]     0.1    0.07    0.00 4513881         double* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*) [57]
-----------------------------------------------
                0.00    0.00       1/4513881     double* std::__copy_move_a2<false, double const*, double*>(double const*, double const*, double*) [78]
                0.00    0.07 4513880/4513881     double* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [32]
[58]     0.1    0.00    0.07 4513881         double* std::__copy_move_a<false, double const*, double*>(double const*, double const*, double*) [58]
                0.07    0.00 4513881/4513881     double* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*) [57]
-----------------------------------------------
                0.03    0.05 4513880/4513880     std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [14]
[59]     0.1    0.03    0.05 4513880         std::vector<double, std::allocator<double> >::begin() const [59]
                0.05    0.00 4513880/9027760     __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::__normal_iterator(double const* const&) [49]
-----------------------------------------------
                0.04    0.03 4513881/4513881     std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [30]
[60]     0.1    0.04    0.03 4513881         std::_Vector_base<double, std::allocator<double> >::_M_create_storage(unsigned long) [60]
                0.00    0.03 4513881/4513884     std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [84]
-----------------------------------------------
                0.07    0.00   40000/40000       Solver::write_2D(double*, std::string) [41]
[61]     0.1    0.07    0.00   40000         std::vector<double, std::allocator<double> >::operator[](unsigned long) const [61]
-----------------------------------------------
                0.03    0.03 9027760/9027760     double* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [32]
[62]     0.1    0.03    0.03 9027760         std::_Niter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [62]
                0.01    0.02 9027760/9027760     std::_Iter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, true>::_S_base(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [82]
-----------------------------------------------
                0.05    0.01       1/1           Solver::poisson3DSOR_gen() [2]
[63]     0.1    0.05    0.01       1         std::vector<bool, std::allocator<bool> >::~vector() [63]
                0.01    0.00       1/1           std::_Bvector_base<std::allocator<bool> >::~_Bvector_base() [116]
-----------------------------------------------
                0.01    0.05  941192/941192      std::vector<bool, std::allocator<bool> >::_M_range_check(unsigned long) const [56]
[64]     0.1    0.01    0.05  941192         std::vector<bool, std::allocator<bool> >::size() const [64]
                0.02    0.01  941192/941192      std::vector<bool, std::allocator<bool> >::end() const [87]
                0.01    0.00  941192/941192      std::operator-(std::_Bit_iterator_base const&, std::_Bit_iterator_base const&) [99]
                0.00    0.01  941192/941192      std::vector<bool, std::allocator<bool> >::begin() const [119]
-----------------------------------------------
                0.00    0.00       2/4513886     std::vector<double, std::allocator<double> >::_M_default_append(unsigned long) [95]
                0.02    0.04 4513884/4513886     std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [36]
[65]     0.1    0.02    0.04 4513886         std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [65]
                0.04    0.00 4513884/4513884     __gnu_cxx::new_allocator<double>::deallocate(double*, unsigned long) [76]
-----------------------------------------------
                0.04    0.01       1/1           main [1]
[66]     0.1    0.04    0.01       1         Solver::init_rho() [66]
                0.01    0.00 2010100/438163542     std::vector<double, std::allocator<double> >::operator[](unsigned long) [10]
-----------------------------------------------
                0.02    0.03 9027760/9027760     double* std::copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [29]
[67]     0.1    0.02    0.03 9027760         std::_Miter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [67]
                0.03    0.00 9027760/9027760     std::_Iter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, false>::_S_base(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [81]
-----------------------------------------------
                0.02    0.03       1/1           double* std::__uninitialized_copy_a<double const*, double*, double>(double const*, double const*, double*, std::allocator<double>&) [69]
[68]     0.1    0.02    0.03       1         double* std::uninitialized_copy<double const*, double*>(double const*, double const*, double*) [68]
                0.00    0.03       1/1           double* std::__uninitialized_copy<true>::__uninit_copy<double const*, double*>(double const*, double const*, double*) [77]
-----------------------------------------------
                0.00    0.05       1/1           void std::vector<double, std::allocator<double> >::_M_range_initialize<double const*>(double const*, double const*, std::forward_iterator_tag) [54]
[69]     0.1    0.00    0.05       1         double* std::__uninitialized_copy_a<double const*, double*, double>(double const*, double const*, double*, std::allocator<double>&) [69]
                0.02    0.03       1/1           double* std::uninitialized_copy<double const*, double*>(double const*, double const*, double*) [68]
-----------------------------------------------
                0.00    0.04       8/8           void std::vector<int, std::allocator<int> >::_M_assign_dispatch<int const*>(int const*, int const*, std::__false_type) [72]
[70]     0.1    0.00    0.04       8         void std::vector<int, std::allocator<int> >::_M_assign_aux<int const*>(int const*, int const*, std::forward_iterator_tag) [70]
                0.04    0.00       8/8           std::vector<int, std::allocator<int> >::_M_erase_at_end(int*) [71]
                0.00    0.00       8/8           std::iterator_traits<int const*>::difference_type std::distance<int const*>(int const*, int const*) [209]
                0.00    0.00       8/8           std::vector<int, std::allocator<int> >::capacity() const [185]
                0.00    0.00       8/64          std::vector<int, std::allocator<int> >::size() const [154]
                0.00    0.00       8/8           int* std::copy<int const*, int*>(int const*, int const*, int*) [207]
-----------------------------------------------
                0.04    0.00       8/8           void std::vector<int, std::allocator<int> >::_M_assign_aux<int const*>(int const*, int const*, std::forward_iterator_tag) [70]
