Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
-----------------------------------------------
                0.00    0.40       1/1           Solver::poisson3DSOR_gen() [2]
[19]     0.7    0.00    0.40       1         std::vector<bool, std::allocator<bool> >::vector(unsigned long, std::allocator<bool> const&) [19]
                0.00    0.40       1/1           std::vector<bool, std::allocator<bool> >::vector(unsigned long, bool const&, std::allocator<bool> const&) [20]
-----------------------------------------------
                0.00    0.40       1/1           std::vector<bool, std::allocator<bool> >::vector(unsigned long, std::allocator<bool> const&) [19]
[20]     0.7    0.00    0.40       1         std::vector<bool, std::allocator<bool> >::vector(unsigned long, bool const&, std::allocator<bool> const&) [20]
                0.00    0.25       1/1           std::_Bvector_base<std::allocator<bool> >::_Bvector_base(std::allocator<bool> const&) [23]
                0.00    0.14       1/1           void std::fill<unsigned long*, int>(unsigned long*, unsigned long*, int const&) [30]
                0.00    0.01       1/1           std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long) [44]
-----------------------------------------------
                0.25    0.00       2/2           std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::_Bvector_impl(std::allocator<unsigned long>&&) [22]
[21]     0.4    0.25    0.00       2         std::_Bit_iterator::_Bit_iterator() [21]
                0.00    0.00       2/221567219     std::_Bit_iterator_base::_Bit_iterator_base(unsigned long*, unsigned int) [10]
-----------------------------------------------
                0.00    0.25       1/1           std::_Bvector_base<std::allocator<bool> >::_Bvector_base(std::allocator<bool> const&) [23]
[22]     0.4    0.00    0.25       1         std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::_Bvector_impl(std::allocator<unsigned long>&&) [22]
                0.25    0.00       2/2           std::_Bit_iterator::_Bit_iterator() [21]
                0.00    0.00       1/1           std::remove_reference<std::allocator<unsigned long>&>::type&& std::move<std::allocator<unsigned long>&>(std::allocator<unsigned long>&) [265]
                0.00    0.00       1/1           std::allocator<unsigned long>::allocator(std::allocator<unsigned long> const&) [220]
-----------------------------------------------
                0.00    0.25       1/1           std::vector<bool, std::allocator<bool> >::vector(unsigned long, bool const&, std::allocator<bool> const&) [20]
[23]     0.4    0.00    0.25       1         std::_Bvector_base<std::allocator<bool> >::_Bvector_base(std::allocator<bool> const&) [23]
                0.00    0.25       1/1           std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::_Bvector_impl(std::allocator<unsigned long>&&) [22]
                0.00    0.00       1/1           std::allocator<unsigned long>::allocator<bool>(std::allocator<bool> const&) [219]
                0.00    0.00       1/2           std::allocator<unsigned long>::~allocator() [171]
-----------------------------------------------
                0.22    0.00       1/1           Solver::poisson3DSOR_gen() [2]
[24]     0.4    0.22    0.00       1         std::vector<bool, std::allocator<bool> >::~vector() [24]
                0.00    0.00       1/1           std::_Bvector_base<std::allocator<bool> >::~_Bvector_base() [239]
-----------------------------------------------
                0.01    0.18  941192/941192      Solver::check_eps(std::vector<double, std::allocator<double> >&, std::vector<bool, std::allocator<bool> >*) [16]
[25]     0.3    0.01    0.18  941192         std::vector<bool, std::allocator<bool> >::at(unsigned long) [25]
                0.02    0.11  941192/941192      std::vector<bool, std::allocator<bool> >::_M_range_check(unsigned long) const [31]
                0.01    0.05  941192/219684832     std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [5]
-----------------------------------------------
                0.18    0.00  941192/941192      Solver::check_eps(std::vector<double, std::allocator<double> >&, std::vector<bool, std::allocator<bool> >*) [16]
[26]     0.3    0.18    0.00  941192         std::_Bit_reference::operator=(bool) [26]
-----------------------------------------------
                0.18    0.00       1/1           __libc_csu_init [28]
[27]     0.3    0.18    0.00       1         _GLOBAL__sub_I__ZN6Solver7set_valEiii [27]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [189]
-----------------------------------------------
                                                 <spontaneous>
[28]     0.3    0.00    0.18                 __libc_csu_init [28]
                0.18    0.00       1/1           _GLOBAL__sub_I__ZN6Solver7set_valEiii [27]
                0.00    0.00       1/1           _GLOBAL__sub_I_main [188]
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN10Electrodes9init_elecEv [187]
-----------------------------------------------
                0.14    0.00       2/2           void std::fill<unsigned long*, int>(unsigned long*, unsigned long*, int const&) [30]
[29]     0.2    0.14    0.00       2         std::_Niter_base<unsigned long*>::iterator_type std::__niter_base<unsigned long*>(unsigned long*) [29]
                0.00    0.00       2/2           std::_Iter_base<unsigned long*, false>::_S_base(unsigned long*) [172]
-----------------------------------------------
                0.00    0.14       1/1           std::vector<bool, std::allocator<bool> >::vector(unsigned long, bool const&, std::allocator<bool> const&) [20]
[30]     0.2    0.00    0.14       1         void std::fill<unsigned long*, int>(unsigned long*, unsigned long*, int const&) [30]
                0.14    0.00       2/2           std::_Niter_base<unsigned long*>::iterator_type std::__niter_base<unsigned long*>(unsigned long*) [29]
                0.00    0.00       1/1           __gnu_cxx::__enable_if<std::__is_scalar<int>::__value, void>::__type std::__fill_a<unsigned long*, int>(unsigned long*, unsigned long*, int const&) [268]
-----------------------------------------------
                0.02    0.11  941192/941192      std::vector<bool, std::allocator<bool> >::at(unsigned long) [25]
[31]     0.2    0.02    0.11  941192         std::vector<bool, std::allocator<bool> >::_M_range_check(unsigned long) const [31]
                0.03    0.08  941192/941192      std::vector<bool, std::allocator<bool> >::size() const [32]
-----------------------------------------------
                0.03    0.08  941192/941192      std::vector<bool, std::allocator<bool> >::_M_range_check(unsigned long) const [31]
[32]     0.2    0.03    0.08  941192         std::vector<bool, std::allocator<bool> >::size() const [32]
                0.01    0.03  941192/941192      std::vector<bool, std::allocator<bool> >::begin() const [38]
                0.01    0.03  941192/941192      std::vector<bool, std::allocator<bool> >::end() const [37]
                0.01    0.00  941192/941192      std::operator-(std::_Bit_iterator_base const&, std::_Bit_iterator_base const&) [46]
-----------------------------------------------
                0.10    0.00  812160/812160      Solver::poisson3DSOR_gen() [2]
[33]     0.2    0.10    0.00  812160         Solver::ohmic_contact(unsigned long) [33]
-----------------------------------------------
                0.08    0.00       1/1           Solver::poisson3DSOR_gen() [2]
[34]     0.1    0.08    0.00       1         Solver::check_branch1(bool*) [34]
-----------------------------------------------
                0.02    0.01  941192/1882384     std::vector<bool, std::allocator<bool> >::begin() const [38]
                0.02    0.01  941192/1882384     std::vector<bool, std::allocator<bool> >::end() const [37]
[35]     0.1    0.03    0.02 1882384         std::_Bit_const_iterator::_Bit_const_iterator(std::_Bit_iterator const&) [35]
                0.02    0.00 1882384/221567219     std::_Bit_iterator_base::_Bit_iterator_base(unsigned long*, unsigned int) [10]
-----------------------------------------------
                0.03    0.01       1/1           main [1]
[36]     0.1    0.03    0.01       1         Solver::init_val(double, std::pair<double, double>*) [36]
                0.01    0.00 1000000/1000000     std::pair<double, double>::pair() [45]
-----------------------------------------------
                0.01    0.03  941192/941192      std::vector<bool, std::allocator<bool> >::size() const [32]
[37]     0.1    0.01    0.03  941192         std::vector<bool, std::allocator<bool> >::end() const [37]
                0.02    0.01  941192/1882384     std::_Bit_const_iterator::_Bit_const_iterator(std::_Bit_iterator const&) [35]
-----------------------------------------------
                0.01    0.03  941192/941192      std::vector<bool, std::allocator<bool> >::size() const [32]
[38]     0.1    0.01    0.03  941192         std::vector<bool, std::allocator<bool> >::begin() const [38]
                0.02    0.01  941192/1882384     std::_Bit_const_iterator::_Bit_const_iterator(std::_Bit_iterator const&) [35]
-----------------------------------------------
                0.03    0.00       2/2           main [1]
[39]     0.1    0.03    0.00       2         Solver::init_val(double, double*) [39]
-----------------------------------------------
                0.03    0.00       1/1           Solver::poisson3DSOR_gen() [2]
[40]     0.1    0.03    0.00       1         Solver::check_branch0(bool*) [40]
-----------------------------------------------
                0.03    0.00       1/1           main [1]
[41]     0.1    0.03    0.00       1         Solver::init_rho() [41]
-----------------------------------------------
                0.01    0.01       2/2           main [1]
[42]     0.0    0.01    0.01       2         Solver::write_2D(double*, std::string) [42]
                0.01    0.00   40000/40000       std::vector<double, std::allocator<double> >::operator[](unsigned long) const [47]
                0.00    0.00   20000/20000       std::setprecision(int) [66]
                0.00    0.00       2/2           std::operator|(std::_Ios_Openmode, std::_Ios_Openmode) [186]
                0.00    0.00       1/2           std::allocator<double>::allocator() [170]
                0.00    0.00       1/1           std::vector<double, std::allocator<double> >::vector(std::initializer_list<double>, std::allocator<double> const&) [249]
                0.00    0.00       1/3           std::allocator<double>::~allocator() [156]
-----------------------------------------------
                0.00    0.01       1/1           std::vector<double, std::allocator<double> >::resize(unsigned long) [15]
[43]     0.0    0.00    0.01       1         std::vector<double, std::allocator<double> >::_M_default_append(unsigned long) [43]
                0.00    0.01       1/1           void std::__uninitialized_default_n_a<double*, unsigned long, double>(double*, unsigned long, std::allocator<double>&) [53]
                0.00    0.00       1/3           void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&) [55]
                0.00    0.00       3/6           std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [142]
                0.00    0.00       1/1           std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [213]
                0.00    0.00       1/7           std::vector<double, std::allocator<double> >::size() const [141]
                0.00    0.00       1/2           std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [175]
                0.00    0.00       1/1           double* std::__uninitialized_move_if_noexcept_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [262]
                0.00    0.00       1/3           std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [158]
-----------------------------------------------
                0.00    0.01       1/1           std::vector<bool, std::allocator<bool> >::vector(unsigned long, bool const&, std::allocator<bool> const&) [20]
[44]     0.0    0.00    0.01       1         std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long) [44]
                0.01    0.00       1/1           std::_Bit_iterator::operator+(long) const [49]
                0.00    0.00       1/219684833     std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [7]
                0.00    0.00       1/1           std::_Bvector_base<std::allocator<bool> >::_M_allocate(unsigned long) [236]
                0.00    0.00       1/2           std::_Bvector_base<std::allocator<bool> >::_S_nword(unsigned long) [178]
-----------------------------------------------
                0.01    0.00 1000000/1000000     Solver::init_val(double, std::pair<double, double>*) [36]
[45]     0.0    0.01    0.00 1000000         std::pair<double, double>::pair() [45]
-----------------------------------------------
                0.01    0.00  941192/941192      std::vector<bool, std::allocator<bool> >::size() const [32]
[46]     0.0    0.01    0.00  941192         std::operator-(std::_Bit_iterator_base const&, std::_Bit_iterator_base const&) [46]
-----------------------------------------------
                0.01    0.00   40000/40000       Solver::write_2D(double*, std::string) [42]
[47]     0.0    0.01    0.00   40000         std::vector<double, std::allocator<double> >::operator[](unsigned long) const [47]
-----------------------------------------------
                0.01    0.00       1/1           main [1]
[48]     0.0    0.01    0.00       1         Solver::set_BCs(double, double, double, double, double, double) [48]
-----------------------------------------------
                0.01    0.00       1/1           std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long) [44]
[49]     0.0    0.01    0.00       1         std::_Bit_iterator::operator+(long) const [49]
                0.00    0.00       1/1           std::_Bit_iterator::operator+=(long) [235]
-----------------------------------------------
                0.00    0.01       1/1           void std::__uninitialized_default_n<double*, unsigned long>(double*, unsigned long) [52]
[50]     0.0    0.00    0.01       1         void std::__uninitialized_default_n_1<true>::__uninit_default_n<double*, unsigned long>(double*, unsigned long) [50]
                0.00    0.01       1/1           double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [54]
-----------------------------------------------
                0.01    0.00       1/1           double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [54]
[51]     0.0    0.01    0.00       1         __gnu_cxx::__enable_if<std::__is_scalar<double>::__value, double*>::__type std::__fill_n_a<double*, unsigned long, double>(double*, unsigned long, double const&) [51]
-----------------------------------------------
                0.00    0.01       1/1           void std::__uninitialized_default_n_a<double*, unsigned long, double>(double*, unsigned long, std::allocator<double>&) [53]
[52]     0.0    0.00    0.01       1         void std::__uninitialized_default_n<double*, unsigned long>(double*, unsigned long) [52]
                0.00    0.01       1/1           void std::__uninitialized_default_n_1<true>::__uninit_default_n<double*, unsigned long>(double*, unsigned long) [50]
-----------------------------------------------
                0.00    0.01       1/1           std::vector<double, std::allocator<double> >::_M_default_append(unsigned long) [43]
[53]     0.0    0.00    0.01       1         void std::__uninitialized_default_n_a<double*, unsigned long, double>(double*, unsigned long, std::allocator<double>&) [53]
                0.00    0.01       1/1           void std::__uninitialized_default_n<double*, unsigned long>(double*, unsigned long) [52]
-----------------------------------------------
                0.00    0.01       1/1           void std::__uninitialized_default_n_1<true>::__uninit_default_n<double*, unsigned long>(double*, unsigned long) [50]
[54]     0.0    0.00    0.01       1         double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [54]
                0.01    0.00       1/1           __gnu_cxx::__enable_if<std::__is_scalar<double>::__value, double*>::__type std::__fill_n_a<double*, unsigned long, double>(double*, unsigned long, double const&) [51]
                0.00    0.00       1/5           std::_Niter_base<double*>::iterator_type std::__niter_base<double*>(double*) [144]
-----------------------------------------------
                0.00    0.00       1/3           std::vector<double, std::allocator<double> >::_M_default_append(unsigned long) [43]
                0.00    0.00       2/3           std::vector<double, std::allocator<double> >::~vector() [57]
[55]     0.0    0.01    0.00       3         void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&) [55]
                0.00    0.00       3/3           void std::_Destroy<double*>(double*, double*) [159]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[56]     0.0    0.00    0.00       1         Solver::~Solver() [56]
                0.00    0.00       1/1           std::vector<double, std::allocator<double> >::~vector() [57]
-----------------------------------------------
                0.00    0.00       1/1           Solver::~Solver() [56]
[57]     0.0    0.00    0.00       1         std::vector<double, std::allocator<double> >::~vector() [57]
                0.00    0.00       2/3           void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&) [55]
                0.00    0.00       2/6           std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [142]
                0.00    0.00       2/2           std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [177]
-----------------------------------------------
                0.00    0.00   20000/40000       std::operator&=(std::_Ios_Fmtflags&, std::_Ios_Fmtflags) [67]
                0.00    0.00   20000/40000       std::ios_base::setf(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [65]
[64]     0.0    0.00    0.00   40000         std::operator&(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [64]
-----------------------------------------------
                0.00    0.00   20000/20000       std::scientific(std::ios_base&) [278]
[65]     0.0    0.00    0.00   20000         std::ios_base::setf(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [65]
                0.00    0.00   20000/20000       std::operator~(std::_Ios_Fmtflags) [68]
                0.00    0.00   20000/20000       std::operator&=(std::_Ios_Fmtflags&, std::_Ios_Fmtflags) [67]
                0.00    0.00   20000/40000       std::operator&(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [64]
                0.00    0.00   20000/20000       std::operator|=(std::_Ios_Fmtflags&, std::_Ios_Fmtflags) [69]
-----------------------------------------------
                0.00    0.00   20000/20000       Solver::write_2D(double*, std::string) [42]
[66]     0.0    0.00    0.00   20000         std::setprecision(int) [66]
-----------------------------------------------
                0.00    0.00   20000/20000       std::ios_base::setf(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [65]
[67]     0.0    0.00    0.00   20000         std::operator&=(std::_Ios_Fmtflags&, std::_Ios_Fmtflags) [67]
                0.00    0.00   20000/40000       std::operator&(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [64]
-----------------------------------------------
                0.00    0.00   20000/20000       std::ios_base::setf(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [65]
[68]     0.0    0.00    0.00   20000         std::operator~(std::_Ios_Fmtflags) [68]
-----------------------------------------------
                0.00    0.00   20000/20000       std::ios_base::setf(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [65]
[69]     0.0    0.00    0.00   20000         std::operator|=(std::_Ios_Fmtflags&, std::_Ios_Fmtflags) [69]
                0.00    0.00   20000/20000       std::operator|(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [70]
-----------------------------------------------
                0.00    0.00   20000/20000       std::operator|=(std::_Ios_Fmtflags&, std::_Ios_Fmtflags) [69]
[70]     0.0    0.00    0.00   20000         std::operator|(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [70]
-----------------------------------------------
                0.00    0.00   17584/17584       Electrodes::draw(Solver*) [145]
[71]     0.0    0.00    0.00   17584         std::vector<int, std::allocator<int> >::operator[](unsigned long) [71]
-----------------------------------------------
                0.00    0.00       8/64          std::vector<int, std::allocator<int> >::_M_default_append(unsigned long) [117]
                0.00    0.00       8/64          void std::vector<int, std::allocator<int> >::_M_assign_aux<int const*>(int const*, int const*, std::forward_iterator_tag) [115]
                0.00    0.00      16/64          std::vector<int, std::allocator<int> >::resize(unsigned long) [120]
                0.00    0.00      32/64          std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [102]
[72]     0.0    0.00    0.00      64         std::vector<int, std::allocator<int> >::size() const [72]
-----------------------------------------------
                0.00    0.00      40/40          std::_Niter_base<int*>::iterator_type std::__niter_base<int*>(int*) [75]
[73]     0.0    0.00    0.00      40         std::_Iter_base<int*, false>::_S_base(int*) [73]
-----------------------------------------------
                0.00    0.00       8/40          std::vector<int, std::allocator<int> >::_M_erase_at_end(int*) [116]
                0.00    0.00       8/40          std::vector<int, std::allocator<int> >::~vector() [122]
                0.00    0.00      24/40          std::vector<int, std::allocator<int> >::_M_default_append(unsigned long) [117]
[74]     0.0    0.00    0.00      40         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [74]
-----------------------------------------------
                0.00    0.00       8/40          int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [139]
                0.00    0.00       8/40          int* std::__copy_move_a2<false, int const*, int*>(int const*, int const*, int*) [129]
                0.00    0.00      24/40          int* std::__copy_move_a2<true, int*, int*>(int*, int*, int*) [130]
[75]     0.0    0.00    0.00      40         std::_Niter_base<int*>::iterator_type std::__niter_base<int*>(int*) [75]
                0.00    0.00      40/40          std::_Iter_base<int*, false>::_S_base(int*) [73]
-----------------------------------------------
                0.00    0.00      16/32          std::_Miter_base<int const*>::iterator_type std::__miter_base<int const*>(int const*) [91]
                0.00    0.00      16/32          std::_Niter_base<int const*>::iterator_type std::__niter_base<int const*>(int const*) [93]
[76]     0.0    0.00    0.00      32         std::_Iter_base<int const*, false>::_S_base(int const*) [76]
-----------------------------------------------
                0.00    0.00       8/24          __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [97]
                0.00    0.00      16/24          std::enable_if<std::allocator_traits<std::allocator<int> >::__maxsize_helper<std::allocator<int> const>::value, unsigned long>::type std::allocator_traits<std::allocator<int> >::_S_max_size<std::allocator<int> const>(std::allocator<int> const&) [89]
[77]     0.0    0.00    0.00      24         __gnu_cxx::new_allocator<int>::max_size() const [77]
-----------------------------------------------
                0.00    0.00      24/24          void std::_Destroy<int*>(int*, int*) [80]
[78]     0.0    0.00    0.00      24         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [78]
-----------------------------------------------
                0.00    0.00      24/24          main [1]
[79]     0.0    0.00    0.00      24         std::vector<Electrodes, std::allocator<Electrodes> >::operator[](unsigned long) [79]
-----------------------------------------------
                0.00    0.00      24/24          void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [81]
[80]     0.0    0.00    0.00      24         void std::_Destroy<int*>(int*, int*) [80]
                0.00    0.00      24/24          void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [78]
-----------------------------------------------
                0.00    0.00       8/24          std::vector<int, std::allocator<int> >::_M_default_append(unsigned long) [117]
                0.00    0.00       8/24          std::vector<int, std::allocator<int> >::_M_erase_at_end(int*) [116]
                0.00    0.00       8/24          std::vector<int, std::allocator<int> >::~vector() [122]
[81]     0.0    0.00    0.00      24         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [81]
                0.00    0.00      24/24          void std::_Destroy<int*>(int*, int*) [80]
-----------------------------------------------
                0.00    0.00      16/16          std::vector<int, std::allocator<int> >::max_size() const [85]
[82]     0.0    0.00    0.00      16         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [82]
-----------------------------------------------
                0.00    0.00      16/16          std::_Iter_base<std::move_iterator<int*>, true>::_S_base(std::move_iterator<int*>) [86]
[83]     0.0    0.00    0.00      16         std::move_iterator<int*>::base() const [83]
-----------------------------------------------
                0.00    0.00       8/16          std::initializer_list<int>::end() const [100]
                0.00    0.00       8/16          std::vector<int, std::allocator<int> >::operator=(std::initializer_list<int>) [123]
[84]     0.0    0.00    0.00      16         std::initializer_list<int>::begin() const [84]
-----------------------------------------------
                0.00    0.00      16/16          std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [102]
[85]     0.0    0.00    0.00      16         std::vector<int, std::allocator<int> >::max_size() const [85]
                0.00    0.00      16/16          std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [82]
                0.00    0.00      16/16          std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [90]
-----------------------------------------------
                0.00    0.00      16/16          std::_Miter_base<std::move_iterator<int*> >::iterator_type std::__miter_base<std::move_iterator<int*> >(std::move_iterator<int*>) [92]
[86]     0.0    0.00    0.00      16         std::_Iter_base<std::move_iterator<int*>, true>::_S_base(std::move_iterator<int*>) [86]
                0.00    0.00      16/16          std::move_iterator<int*>::base() const [83]
-----------------------------------------------
                0.00    0.00       8/16          std::vector<int, std::allocator<int> >::_M_default_append(unsigned long) [117]
                0.00    0.00       8/16          std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [112]
[87]     0.0    0.00    0.00      16         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [87]
                0.00    0.00       8/8           __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [96]
-----------------------------------------------
                0.00    0.00      16/16          std::move_iterator<int*> std::__make_move_if_noexcept_iterator<int*, std::move_iterator<int*> >(int*) [94]
[88]     0.0    0.00    0.00      16         std::move_iterator<int*>::move_iterator(int*) [88]
-----------------------------------------------
                0.00    0.00      16/16          std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [90]
[89]     0.0    0.00    0.00      16         std::enable_if<std::allocator_traits<std::allocator<int> >::__maxsize_helper<std::allocator<int> const>::value, unsigned long>::type std::allocator_traits<std::allocator<int> >::_S_max_size<std::allocator<int> const>(std::allocator<int> const&) [89]
                0.00    0.00      16/24          __gnu_cxx::new_allocator<int>::max_size() const [77]
-----------------------------------------------
                0.00    0.00      16/16          std::vector<int, std::allocator<int> >::max_size() const [85]
[90]     0.0    0.00    0.00      16         std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [90]
                0.00    0.00      16/16          std::enable_if<std::allocator_traits<std::allocator<int> >::__maxsize_helper<std::allocator<int> const>::value, unsigned long>::type std::allocator_traits<std::allocator<int> >::_S_max_size<std::allocator<int> const>(std::allocator<int> const&) [89]
-----------------------------------------------
                0.00    0.00      16/16          int* std::copy<int const*, int*>(int const*, int const*, int*) [137]
[91]     0.0    0.00    0.00      16         std::_Miter_base<int const*>::iterator_type std::__miter_base<int const*>(int const*) [91]
                0.00    0.00      16/32          std::_Iter_base<int const*, false>::_S_base(int const*) [76]
-----------------------------------------------
                0.00    0.00      16/16          int* std::copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [138]
[92]     0.0    0.00    0.00      16         std::_Miter_base<std::move_iterator<int*> >::iterator_type std::__miter_base<std::move_iterator<int*> >(std::move_iterator<int*>) [92]
                0.00    0.00      16/16          std::_Iter_base<std::move_iterator<int*>, true>::_S_base(std::move_iterator<int*>) [86]
-----------------------------------------------
                0.00    0.00      16/16          int* std::__copy_move_a2<false, int const*, int*>(int const*, int const*, int*) [129]
[93]     0.0    0.00    0.00      16         std::_Niter_base<int const*>::iterator_type std::__niter_base<int const*>(int const*) [93]
                0.00    0.00      16/32          std::_Iter_base<int const*, false>::_S_base(int const*) [76]
-----------------------------------------------
                0.00    0.00      16/16          int* std::__uninitialized_move_if_noexcept_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [136]
[94]     0.0    0.00    0.00      16         std::move_iterator<int*> std::__make_move_if_noexcept_iterator<int*, std::move_iterator<int*> >(int*) [94]
                0.00    0.00      16/16          std::move_iterator<int*>::move_iterator(int*) [88]
-----------------------------------------------
                0.00    0.00       1/9           std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [213]
                0.00    0.00       8/9           std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [102]
[95]     0.0    0.00    0.00       9         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [95]
-----------------------------------------------
                0.00    0.00       8/8           std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [87]
[96]     0.0    0.00    0.00       8         __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [96]
-----------------------------------------------
                0.00    0.00       8/8           std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [108]
[97]     0.0    0.00    0.00       8         __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [97]
                0.00    0.00       8/24          __gnu_cxx::new_allocator<int>::max_size() const [77]
-----------------------------------------------
                0.00    0.00       8/8           std::allocator<int>::allocator() [104]
[98]     0.0    0.00    0.00       8         __gnu_cxx::new_allocator<int>::new_allocator() [98]
-----------------------------------------------
                0.00    0.00       8/8           std::allocator<int>::~allocator() [105]
[99]     0.0    0.00    0.00       8         __gnu_cxx::new_allocator<int>::~new_allocator() [99]
-----------------------------------------------
                0.00    0.00       8/8           std::vector<int, std::allocator<int> >::operator=(std::initializer_list<int>) [123]
[100]    0.0    0.00    0.00       8         std::initializer_list<int>::end() const [100]
                0.00    0.00       8/16          std::initializer_list<int>::begin() const [84]
                0.00    0.00       8/8           std::initializer_list<int>::size() const [101]
-----------------------------------------------
                0.00    0.00       8/8           std::initializer_list<int>::end() const [100]
[101]    0.0    0.00    0.00       8         std::initializer_list<int>::size() const [101]
-----------------------------------------------
                0.00    0.00       8/8           std::vector<int, std::allocator<int> >::_M_default_append(unsigned long) [117]
[102]    0.0    0.00    0.00       8         std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [102]
                0.00    0.00      32/64          std::vector<int, std::allocator<int> >::size() const [72]
                0.00    0.00      16/16          std::vector<int, std::allocator<int> >::max_size() const [85]
                0.00    0.00       8/9           unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [95]
-----------------------------------------------
                0.00    0.00       8/8           void std::vector<int, std::allocator<int> >::_M_assign_aux<int const*>(int const*, int const*, std::forward_iterator_tag) [115]
[103]    0.0    0.00    0.00       8         std::vector<int, std::allocator<int> >::capacity() const [103]
-----------------------------------------------
                0.00    0.00       8/8           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [109]
[104]    0.0    0.00    0.00       8         std::allocator<int>::allocator() [104]
                0.00    0.00       8/8           __gnu_cxx::new_allocator<int>::new_allocator() [98]
-----------------------------------------------
                0.00    0.00       8/8           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [110]
[105]    0.0    0.00    0.00       8         std::allocator<int>::~allocator() [105]
                0.00    0.00       8/8           __gnu_cxx::new_allocator<int>::~new_allocator() [99]
-----------------------------------------------
                0.00    0.00       8/8           int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*) [127]
[106]    0.0    0.00    0.00       8         int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [106]
-----------------------------------------------
                0.00    0.00       8/8           int* std::__copy_move_a<true, int*, int*>(int*, int*, int*) [128]
